region,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
North West,Male,Bachelor,471976.22,37057.0,61.0,1,Personal Auto,Four-Door Car,47.53101
North West,Female,High School or Below,442803.16,58577.0,110.0,0,Personal Auto,SUV,303.872752
West Region,Male,High School or Below,587917.61,85857.0,73.0,0,Corporate Auto,Four-Door Car,100.620067
North West,Female,Doctor,941690.85,70602.0,116.0,0,Personal Auto,SUV,481.339891
North West,Female,Master,828815.56,33816.0,106.0,2,Corporate Auto,Four-Door Car,508.8
North West,Male,Bachelor,3265483.83,0.0,153.0,0,Personal Auto,SUV,1101.6
North West,Female,College,471945.01,89642.0,121.0,4,Corporate Auto,SUV,86.320022
West Region,Female,Bachelor,390347.48,60068.0,98.0,0,Personal Auto,Two-Door Car,470.4
West Region,Female,Bachelor,545725.97,50044.0,139.0,0,Personal Auto,SUV,667.2
West Region,Female,Master,272535.64,36650.0,69.0,1,Personal Auto,Four-Door Car,56.60333
Central,Female,College,443397.37,50653.0,110.0,0,Corporate Auto,SUV,262.865172
Central,Female,Doctor,533246.27,68931.0,66.0,0,Personal Auto,Four-Door Car,309.577946
North West,Male,Bachelor,231509.5,0.0,73.0,1,Corporate Auto,Four-Door Car,350.4
West Region,Female,College,541195.37,0.0,73.0,0,Personal Auto,Four-Door Car,365.364581
West Region,Male,Bachelor,958733.23,39266.0,80.0,0,Personal Auto,Four-Door Car,384.0
West Region,Male,College,2210350.72,0.0,102.0,0,Personal Auto,SUV,489.6
Central,Female,High School or Below,976494.53,0.0,98.0,1,Personal Auto,Four-Door Car,705.6
Central,Female,Bachelor,256715.15,40864.0,65.0,0,Corporate Auto,Four-Door Car,9.51528
North West,Female,College,265062.28,39035.0,68.0,0,Personal Auto,Four-Door Car,244.564334
West Region,Male,Bachelor,1126436.33,34923.0,98.0,0,Personal Auto,Two-Door Car,639.105556
West Region,Male,High School or Below,216852.35,0.0,63.0,0,Personal Auto,Four-Door Car,453.6
West Region,Female,High School or Below,861066.75,0.0,111.0,0,Corporate Auto,SUV,532.8
West Region,Female,College,283464.62,24506.0,71.0,0,Personal Auto,Two-Door Car,511.2
North West,Male,High School or Below,893013.97,0.0,82.0,0,Personal Auto,Four-Door Car,554.522969
Central,Female,College,553638.7,52220.0,70.0,1,Personal Auto,Four-Door Car,336.0
Central,Male,High School or Below,284085.43,0.0,74.0,0,Personal Auto,Two-Door Car,402.449823
West Region,Male,College,808288.1,53554.0,67.0,0,Personal Auto,Four-Door Car,327.020539
West Region,Male,Bachelor,525473.43,34476.0,67.0,1,Corporate Auto,Four-Door Car,5.3953
Central,Female,Bachelor,511623.76,0.0,70.0,0,Personal Auto,Four-Door Car,131.401291
West Region,Male,College,303464.7,68205.0,76.0,0,Personal Auto,Two-Door Car,99.382943
West Region,Female,High School or Below,802489.99,0.0,119.0,1,Personal Auto,SUV,856.8
West Region,Male,High School or Below,1821114.32,53690.0,154.0,0,Personal Auto,SUV,739.2
North West,Male,High School or Below,512156.33,0.0,72.0,0,Personal Auto,Four-Door Car,518.4
West Region,Female,High School or Below,215017.86,0.0,61.0,0,Personal Auto,Four-Door Car,292.8
West Region,Female,High School or Below,559538.99,74454.0,71.0,0,Personal Auto,Four-Door Car,340.8
Central,Female,Bachelor,756282.4,0.0,73.0,0,Personal Auto,Four-Door Car,350.4
North West,Male,High School or Below,538585.32,29664.0,71.0,0,Personal Auto,Four-Door Car,340.8
East,Female,Doctor,267805.83,72450.0,66.0,0,Corporate Auto,Four-Door Car,84.218363
Central,Female,Bachelor,942256.79,47272.0,79.0,3,Personal Auto,Four-Door Car,64.546877
North West,Female,College,360586.03,21585.0,92.0,0,Corporate Auto,Four-Door Car,441.6
West Region,Female,College,776259.06,23827.0,106.0,2,Personal Auto,Four-Door Car,37.910623
Central,Female,College,2344490.05,69906.0,74.0,2,Corporate Auto,Four-Door Car,202.860399
West Region,Female,High School or Below,255817.82,0.0,72.0,0,Corporate Auto,Four-Door Car,345.6
East,Male,Master,265438.1,73196.0,66.0,1,Personal Auto,Four-Door Car,85.809817
East,Male,Bachelor,254978.61,72217.0,6464.0,0,Personal Auto,Four-Door Car,91.146661
West Region,Male,High School or Below,296959.33,46131.0,74.0,0,Personal Auto,Two-Door Car,355.2
North West,Female,Master,436312.46,54514.0,109.0,3,Personal Auto,SUV,286.234931
West Region,Female,High School or Below,588430.86,0.0,161.0,0,Personal Auto,SUV,1159.2
Central,Female,College,527219.16,96668.0,66.0,0,Personal Auto,Four-Door Car,316.8
West Region,Male,Doctor,550989.57,78879.0,69.0,1,Personal Auto,Four-Door Car,466.570791
Central,Male,College,1631368.35,0.0,69.0,0,Personal Auto,Four-Door Car,331.2
Central,Female,Bachelor,567805.02,0.0,76.0,0,Personal Auto,Four-Door Car,364.8
West Region,Female,Bachelor,1210120.88,0.0,112.0,0,Personal Auto,Sports Car,1252.406235
North West,Male,Bachelor,245357.08,29735.0,69.0,0,Personal Auto,Four-Door Car,331.2
West Region,Male,High School or Below,507566.27,23082.0,65.0,0,Special Auto,Four-Door Car,312.0
Central,Male,Bachelor,321497.94,53984.0,80.0,0,Corporate Auto,Four-Door Car,421.484456
West Region,Female,College,1227534.31,52135.0,156.0,0,Personal Auto,SUV,430.505942
West Region,Female,College,272221.07,17576.0,71.0,0,Corporate Auto,Four-Door Car,398.502948
North West,Female,Bachelor,245744.09,29486.0,62.0,0,Personal Auto,Four-Door Car,7.646763
North West,Female,Master,355484.53,58557.0,88.0,0,Corporate Auto,Four-Door Car,55.510526
West Region,Male,Bachelor,492954.97,25632.0,63.0,0,Personal Auto,Two-Door Car,351.270869
West Region,Female,High School or Below,803645.03,0.0,112.0,0,Personal Auto,Sports Car,806.4
Central,Male,Bachelor,427691.53,18768.0,68.0,3,Corporate Auto,Four-Door Car,647.454583
West Region,Female,Bachelor,3347334.95,33190.0,106.0,0,Personal Auto,SUV,508.8
North West,Female,Master,596058.14,47945.0,74.0,0,Personal Auto,Two-Door Car,128.43823
Central,Male,College,4479546.94,58778.0,126.0,0,Special Auto,SUV,302.033971
West Region,Female,High School or Below,383211.81,15192.0,100.0,0,Personal Auto,SUV,480.0
West Region,Female,Bachelor,683793.26,51859.0,171.0,0,Personal Auto,SUV,1003.160633
Central,Female,High School or Below,528526.82,23422.0,72.0,0,Personal Auto,Two-Door Car,518.4
West Region,Female,College,309651.12,21604.0,79.0,0,Corporate Auto,Four-Door Car,379.2
Central,Male,College,358971.07,79298.0,90.0,0,Personal Auto,Four-Door Car,244.362072
Central,Female,Bachelor,258240.85,76731.0,64.0,0,Special Auto,Four-Door Car,201.455005
East,Male,College,340391.94,38460.0,88.0,1,Personal Auto,Four-Door Car,91.55098
Central,Female,College,1357567.6,48534.0,115.0,1,Personal Auto,SUV,552.0
East,Male,Doctor,343613.43,30817.0,88.0,0,Corporate Auto,Four-Door Car,91.834668
North West,Female,College,2868582.79,48412.0,104.0,0,Personal Auto,SUV,707.430832
East,Male,Bachelor,450267.97,68798.0,114.0,0,Personal Auto,SUV,92.915251
North West,Male,Bachelor,618311.15,23712.0,85.0,0,Personal Auto,Four-Door Car,376.126419
West Region,Male,College,387364.7,28142.0,105.0,0,Personal Auto,Sports Car,701.708239
West Region,Female,Master,1892933.06,72196.0,68.0,0,Personal Auto,Four-Door Car,152.184244
West Region,Male,Master,555329.58,68197.0,69.0,0,Personal Auto,Four-Door Car,176.819414
West Region,Male,Bachelor,501125.92,75248.0,63.0,0,Corporate Auto,Four-Door Car,104.454624
West Region,Female,College,1044244.63,0.0,98.0,0,Personal Auto,Four-Door Car,941.718054
Central,Male,Bachelor,219961.78,0.0,65.0,1,Personal Auto,Two-Door Car,468.0
East,Female,Master,512317.09,89879.0,63.0,0,Personal Auto,Two-Door Car,94.030308
North West,Male,High School or Below,748431.05,46998.0,96.0,0,Corporate Auto,Four-Door Car,460.8
North West,Male,Bachelor,261302.31,57099.0,67.0,0,Personal Auto,Two-Door Car,67.859881
Central,Female,Bachelor,908063.97,33897.0,114.0,0,Corporate Auto,SUV,539.843003
Central,Female,High School or Below,1377097.62,59207.0,116.0,0,Personal Auto,Four-Door Car,556.8
North West,Male,High School or Below,287682.29,40171.0,73.0,0,Personal Auto,Four-Door Car,350.4
East,Male,Doctor,540891.15,80192.0,67.0,0,Personal Auto,Four-Door Car,95.193157
East,Male,High School or Below,677030.68,74422.0,85.0,1,Personal Auto,Four-Door Car,95.338505
North West,Male,College,2414387.56,0.0,87.0,0,Special Auto,Four-Door Car,626.4
Central,Female,College,353805.95,0.0,67.0,5,Personal Auto,Four-Door Car,321.6
Central,Female,Bachelor,2909123.94,34226.0,244.0,0,Personal Auto,Luxury Vehicle,494.395024
West Region,Female,High School or Below,1983420.12,65989.0,123.0,1,Personal Auto,SUV,115.545086
North West,Male,High School or Below,473136.7,30686.0,61.0,0,Corporate Auto,Four-Door Car,19.938981
West Region,Female,Master,3553784.6,0.0,113.0,0,Personal Auto,Sports Car,799.926741
Central,Female,High School or Below,3461137.9,20090.0,109.0,0,Personal Auto,Sports Car,523.2
West Region,Male,High School or Below,2021630.88,0.0,183.0,0,Personal Auto,Luxury Vehicle,878.4
North West,Male,College,1397651.93,77094.0,176.0,0,Personal Auto,SUV,444.470676
West Region,Female,College,590408.82,97413.0,73.0,0,Personal Auto,Four-Door Car,268.819985
North West,Female,Master,559583.5,79189.0,69.0,0,Corporate Auto,Four-Door Car,331.2
West Region,Female,High School or Below,229430.36,0.0,62.0,0,Personal Auto,Two-Door Car,297.6
Central,Female,College,627391.19,18577.0,86.0,0,Personal Auto,Four-Door Car,412.8
North West,Female,College,372672.8,0.0,112.0,1,Special Auto,Sports Car,806.4
East,Male,High School or Below,265671.31,62777.0,67.0,0,Personal Auto,Two-Door Car,101.288069
North West,,Bachelor,511068.08,0.0,74.0,0,Corporate Auto,Four-Door Car,532.8
Central,,College,712659.65,17483.0,183.0,0,Personal Auto,Luxury Vehicle,1317.6
North West,,Master,460163.41,84394.0,114.0,0,Personal Auto,SUV,691.412378
North West,,College,915523.97,0.0,127.0,0,Personal Auto,Sports Car,804.811859
North West,Female,College,1480805.62,41440.0,62.0,1,Personal Auto,Four-Door Car,297.6
Central,,High School or Below,890167.84,0.0,136.0,1,Personal Auto,Sports Car,1090.86434
North West,Female,College,573459.82,98132.0,71.0,0,Personal Auto,Two-Door Car,50.587035
North West,Female,High School or Below,417769.7,0.0,112.0,0,Personal Auto,Four-Door Car,537.6
West Region,,Bachelor,2777628.91,88220.0,230.0,0,Personal Auto,Luxury Vehicle,151.528482
Central,Female,Master,1036434.75,58327.0,129.0,0,Personal Auto,SUV,347.075948
North West,,Master,785190.14,25950.0,66.0,0,Personal Auto,Two-Door Car,271.697529
North West,,High School or Below,477294.38,20993.0,133.0,0,Corporate Auto,SUV,638.4
North West,,High School or Below,1422650.49,65726.0,177.0,0,Corporate Auto,SUV,849.6
East,Male,Bachelors,287543.24,84768.0,72.0,0,Personal Auto,Two-Door Car,110.484661
East,Female,Bachelor,504129.96,36234.0,63.0,0,Personal Auto,Four-Door Car,113.534474
West Region,,College,436293.12,58842.0,110.0,0,Personal Auto,Four-Door Car,528.0
North West,Female,Master,962452.44,25629.0,124.0,2,Corporate Auto,Sports Car,595.2
East,Female,College,2191440.55,77311.0,181.0,0,Personal Auto,SUV,113.609508
West Region,,Doctor,694842.22,0.0,196.0,2,Personal Auto,Luxury Vehicle,1337.063487
East,Male,High School or Below,247152.84,95697.0,61.0,0,Personal Auto,Two-Door Car,114.273025
North West,Female,Bachelor,2190391.36,22254.0,79.0,0,Personal Auto,Four-Door Car,125.194389
Central,,High School or Below,902882.14,65974.0,113.0,0,Personal Auto,Sports Car,235.220971
North West,Female,College,530375.95,0.0,76.0,0,Personal Auto,Four-Door Car,395.34111
East,Male,High School or Below,2070825.88,92079.0,65.0,1,Corporate Auto,Four-Door Car,114.798771
Central,,High School or Below,512376.81,0.0,74.0,0,Personal Auto,Two-Door Car,772.798511
North West,,College,949234.3,0.0,132.0,0,Personal Auto,SUV,633.6
North West,Female,High School or Below,820486.32,0.0,73.0,0,Personal Auto,Four-Door Car,350.4
Central,Female,College,987729.57,67752.0,131.0,4,Personal Auto,Sports Car,168.517149
West Region,Female,Bachelor,481500.97,25398.0,64.0,0,Corporate Auto,Four-Door Car,307.2
West Region,,High School or Below,627701.17,0.0,88.0,0,Personal Auto,Four-Door Car,633.6
West Region,Male,High School or Below,826063.98,33321.0,105.0,0,Special Auto,SUV,504.0
Central,Male,Bachelor,254945.0,0.0,78.0,0,Corporate Auto,Four-Door Car,845.654042
East,,College,1131808.98,38923.0,99.0,2,Personal Auto,Four-Door Car,115.728852
North West,Female,Bachelor,380392.18,20325.0,100.0,0,Personal Auto,Sports Car,668.29397
North West,Male,Bachelor,863540.35,13129.0,117.0,0,Personal Auto,SUV,700.901632
North West,Female,High School or Below,551055.9,0.0,73.0,0,Personal Auto,Four-Door Car,525.6
Central,Male,Master,358588.41,49080.0,91.0,0,Corporate Auto,Four-Door Car,25.299
Central,Male,College,488925.28,42536.0,63.0,0,Personal Auto,Four-Door Car,375.330097
North West,Male,Bachelor,275694.17,29926.0,74.0,0,Corporate Auto,Four-Door Car,418.233667
Central,Male,Doctor,328954.74,0.0,86.0,0,Corporate Auto,Two-Door Car,398.240791
West Region,Female,Bachelor,1093717.85,21450.0,138.0,0,Personal Auto,Sports Car,938.513425
West Region,Male,High School or Below,737556.79,33345.0,65.0,0,Corporate Auto,Four-Door Car,338.619869
West Region,Female,Bachelor,1011077.82,15752.0,90.0,0,Corporate Auto,Two-Door Car,339.344531
North West,Female,High School or Below,511941.43,40169.0,65.0,1,Personal Auto,Four-Door Car,302.818833
West Region,Female,College,853383.2,26049.0,113.0,1,Personal Auto,SUV,619.165344
Central,Male,College,222476.8,0.0,68.0,0,Personal Auto,Four-Door Car,326.4
Central,Male,Doctor,804280.38,55411.0,100.0,0,Personal Auto,Sports Car,259.561195
North West,Male,College,255443.71,12459.0,70.0,0,Personal Auto,Four-Door Car,336.0
North West,Male,Bachelor,1807394.0,64620.0,76.0,1,Personal Auto,Two-Door Car,364.8
West Region,Male,Bachelor,243050.66,83140.0,61.0,0,Corporate Auto,Four-Door Car,179.161843
North West,Female,Bachelor,316765.84,0.0,92.0,0,Corporate Auto,Four-Door Car,662.4
Central,Female,Bachelor,546560.4,54422.0,68.0,0,Corporate Auto,Four-Door Car,75.501852
West Region,Male,College,1035751.42,68309.0,131.0,0,Corporate Auto,SUV,306.983596
West Region,Male,High School or Below,253781.39,56621.0,65.0,2,Personal Auto,Four-Door Car,84.026848
Central,Female,College,282194.72,38977.0,70.0,0,Special Auto,Four-Door Car,139.489926
Central,Male,Bachelor,775712.81,0.0,111.0,0,Corporate Auto,Two-Door Car,607.4459
Central,Male,High School or Below,407913.27,0.0,114.0,0,Corporate Auto,Two-Door Car,631.124372
Central,Female,College,595554.46,0.0,83.0,0,Personal Auto,Four-Door Car,628.023494
North West,Female,Bachelor,1415861.36,83235.0,70.0,0,Personal Auto,Two-Door Car,336.0
Central,Male,College,848723.8,0.0,74.0,0,Personal Auto,Two-Door Car,426.655599
Central,Male,College,628547.69,32390.0,80.0,0,Personal Auto,Four-Door Car,91.417923
North West,Female,High School or Below,1147348.15,66538.0,95.0,0,Personal Auto,Two-Door Car,317.844812
East,Female,College,494263.06,23285.0,65.0,0,Personal Auto,Two-Door Car,118.446235
North West,Male,Bachelor,2359468.02,76358.0,66.0,0,Personal Auto,Four-Door Car,86.461582
East,Male,Master,257250.66,21104.0,66.0,0,Personal Auto,Four-Door Car,118.454974
Central,Female,College,538089.86,55350.0,67.0,0,Personal Auto,Four-Door Car,321.6
West Region,Female,College,477055.09,12964.0,65.0,0,Personal Auto,Two-Door Car,362.774545
Central,Female,Master,675665.14,33288.0,86.0,2,Personal Auto,Four-Door Car,221.856184
Central,Female,College,593601.18,0.0,84.0,0,Personal Auto,Four-Door Car,980.169081
Central,Female,Bachelor,357076.05,56168.0,88.0,0,Personal Auto,Four-Door Car,614.675906
West Region,Male,College,601996.05,0.0,92.0,0,Personal Auto,Four-Door Car,662.4
North West,Male,High School or Below,542686.4,23105.0,69.0,0,Personal Auto,Two-Door Car,331.2
North West,Female,Master,273031.38,36218.0,68.0,0,Personal Auto,Four-Door Car,145.252168
West Region,Female,High School or Below,498268.14,52275.0,62.0,0,Corporate Auto,Four-Door Car,374.240783
North West,Female,College,876926.68,49665.0,74.0,0,Personal Auto,Four-Door Car,355.2
Central,Male,High School or Below,422061.35,32471.0,110.0,0,Personal Auto,Two-Door Car,528.0
Central,Male,High School or Below,1153750.51,0.0,86.0,1,Corporate Auto,Two-Door Car,619.2
West Region,Female,Master,588718.2,62773.0,73.0,0,Personal Auto,Four-Door Car,80.669257
West Region,Female,College,470058.38,76694.0,117.0,0,Personal Auto,SUV,561.6
North West,Male,High School or Below,1096395.72,55687.0,276.0,0,Personal Auto,Luxury Vehicle,1324.8
Central,Female,High School or Below,252317.12,0.0,70.0,0,Personal Auto,Four-Door Car,504.0
Central,Male,Doctor,375780.47,36633.0,96.0,1,Personal Auto,Four-Door Car,460.8
North West,Male,High School or Below,1294173.35,77060.0,106.0,0,Personal Auto,SUV,468.566133
Central,Female,Bachelor,376446.51,92600.0,94.0,0,Corporate Auto,Two-Door Car,842.43785
West Region,Male,High School or Below,688955.7,0.0,66.0,0,Personal Auto,Four-Door Car,475.2
Central,Male,College,362345.42,0.0,111.0,2,Corporate Auto,SUV,1171.93117
Central,Male,College,758211.38,64801.0,64.0,0,Personal Auto,Four-Door Car,268.471802
North West,Female,College,827774.56,45257.0,103.0,0,Corporate Auto,Two-Door Car,494.4
West Region,Male,High School or Below,257645.56,26854.0,66.0,0,Personal Auto,Four-Door Car,475.2
North West,Female,College,820538.79,85840.0,102.0,2,Corporate Auto,SUV,138.722385
North West,Female,Doctor,1958246.89,26463.0,72.0,0,Corporate Auto,Four-Door Car,345.6
Central,Female,Bachelor,648152.66,30689.0,81.0,0,Personal Auto,Four-Door Car,467.24802
North West,Male,High School or Below,259931.09,29590.0,66.0,0,Corporate Auto,Two-Door Car,467.503236
North West,Female,College,983033.76,25965.0,253.0,0,Personal Auto,Luxury Vehicle,1214.4
North West,Male,Bachelor,1044265.14,17269.0,139.0,0,Personal Auto,SUV,667.2
North West,Male,College,3605753.7,90330.0,137.0,3,Corporate Auto,Sports Car,192.085299
West Region,Female,High School or Below,847003.68,0.0,113.0,0,Corporate Auto,SUV,619.973889
West Region,Female,High School or Below,827878.65,0.0,110.0,0,Personal Auto,Four-Door Car,1002.782553
West Region,Female,High School or Below,478893.26,0.0,67.0,1,Personal Auto,Two-Door Car,321.6
Central,Female,Bachelor,308799.99,18558.0,80.0,0,Special Auto,Four-Door Car,384.0
Central,Male,Bachelor,444373.62,46384.0,113.0,0,Corporate Auto,Four-Door Car,251.774574
North West,Female,High School or Below,798408.65,0.0,72.0,0,Personal Auto,Two-Door Car,866.208321
North West,Female,College,718097.1,42303.0,180.0,0,Personal Auto,Luxury Vehicle,1210.920949
West Region,Female,Bachelor,1565603.43,71731.0,130.0,0,Corporate Auto,SUV,599.648466
North West,Male,High School or Below,578018.22,51066.0,74.0,0,Corporate Auto,Four-Door Car,787.993313
West Region,Male,College,2071494.04,0.0,203.0,0,Corporate Auto,Luxury Vehicle,2027.724442
Central,Female,Bachelor,533735.24,0.0,86.0,3,Personal Auto,Four-Door Car,619.2
Central,Male,College,505082.62,0.0,69.0,0,Personal Auto,Two-Door Car,72.852047
